id;deleted;created_date;last_modified_date;created_by;last_modified_by;last_name;first_name;dni;birth_date;address;cuil;plan_social;trabaja;apellido_tutor;nombre_tutor;estudio_primario_tutor;estudio_secundario_tutor;estudio_ter_univ_tutor;dni_tutor;cuil_tutor;telefono1;telefono2;foto_dni;constancia_cuil;constancia6grado;acta_nacimiento;constancia_regular;foto4x4;foto_carnet_vac;ficha_medica;aptitud_fisica;grupo_sanguineo;ficha_inscripcion;libreta6grado;fotocopia_libro_matriz;fotocopia_dni_tutor;constancia_cuil_tutor;localidad_entity_id;parentesco_tutor_entity_id
3593;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Sol;46475454;2013-04-27;Suipacha 920;27-46475454-2;false;false;Romano;Paula;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;33401239;27-33401239-0;11-5771-1801;;true;true;true;true;true;true;true;false;true;true;true;true;true;true;true;;
3594;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Delfina;47133702;2008-04-16;Maipú 783;27-47133702-7;false;false;Domínguez;Gabriel;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34829387;20-34829387-8;11-5885-2940;;true;true;true;true;false;true;true;true;true;true;true;true;false;true;true;;
3595;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Camila;50531276;2016-08-25;Mitre 3571;27-50531276-2;false;false;Silva;Patricia;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;28049613;27-28049613-3;11-4816-3933;;true;true;true;true;true;true;false;true;true;true;true;true;false;false;true;;
3596;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Joaquín;48626081;2014-06-23;Av. de Mayo 1958;20-48626081-6;false;false;Romano;Ignacio;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;21199042;20-21199042-3;11-4042-7509;11-5760-7345;true;false;true;true;true;false;true;true;true;true;true;true;true;true;true;;
3597;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;María;51414849;2008-11-10;Av. Santa Fe 2530;27-51414849-5;false;false;Gutiérrez;Carlos;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;33537583;20-33537583-2;11-5340-4593;;false;false;true;true;true;true;true;true;true;true;true;true;false;false;false;;
3598;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Pérez;Fernando;51003219;2009-08-07;Belgrano 1569;20-51003219-6;true;false;Sánchez;Catalina;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27905408;27-27905408-9;11-5600-8619;;true;true;false;true;true;true;true;true;true;true;true;true;false;true;false;;
3599;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Castro;Carolina;51154644;2016-08-16;Pellegrini 234;27-51154644-9;false;false;Molina;Tomás;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;22111199;20-22111199-1;11-4171-7182;11-5262-2891;true;true;true;true;true;true;true;true;true;false;true;true;false;true;false;;
3600;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Lucas;49852614;2011-05-14;Salta 3349;20-49852614-5;false;false;Pérez;Matías;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;22569193;20-22569193-3;11-4616-5223;;true;true;true;true;true;false;true;true;true;true;true;true;true;false;false;;
3601;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Micaela;45507403;2015-07-17;Av. Cabildo 4447;27-45507403-2;false;false;Sánchez;Mariano;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;27992179;20-27992179-9;11-4900-8676;;true;true;false;true;true;true;false;true;true;true;true;false;false;true;true;;
3602;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Castro;Fernando;49161291;2018-05-21;9 de Julio 3792;20-49161291-7;false;false;Molina;Isabella;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;28213838;27-28213838-2;11-4687-6645;;false;true;true;true;false;true;true;false;true;true;true;true;true;true;true;;
3603;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Ezequiel;46032690;2012-07-14;Av. Cabildo 1134;20-46032690-8;false;false;Sánchez;Ramiro;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29453900;20-29453900-0;11-5472-6266;;true;true;true;true;false;false;false;true;true;true;true;true;false;true;true;;
3604;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Castro;Paula;49668419;2010-12-21;Alberdi 2900;27-49668419-8;true;false;Domínguez;Tomás;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;26294901;20-26294901-0;11-5612-8248;11-4296-2304;true;true;true;true;false;true;true;true;false;true;true;true;true;true;true;;
3605;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Guzmán;Miguel;48736842;2016-12-13;Pueyrredón 3312;20-48736842-4;false;false;Gómez;Micaela;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31324731;27-31324731-2;11-5884-9745;11-4171-1191;true;true;true;true;true;false;true;false;false;true;true;true;true;false;true;;
3606;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romero;Nicolás;51689643;2013-09-16;Sarmiento 2540;20-51689643-5;true;false;Gutiérrez;Daniela;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;22644050;27-22644050-5;11-4613-2952;;true;true;false;true;true;true;true;false;true;false;false;true;false;false;false;;
3607;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Lucía;47186119;2012-12-20;Av. Corrientes 2167;27-47186119-2;false;false;Ruiz;Victoria;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;23957392;23-23957392-4;11-4192-3479;11-4429-9748;true;true;true;true;true;true;true;false;true;true;true;true;true;true;true;;
3608;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Fernando;50560621;2008-02-27;Av. Cabildo 590;20-50560621-4;false;false;Gutiérrez;Pedro;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;33502779;20-33502779-6;11-5941-7764;;true;true;true;true;true;false;true;true;false;true;true;true;true;true;true;;
3609;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ortega;Milagros;46668053;2014-04-03;Piedras 3258;27-46668053-8;false;false;Benítez;Martín;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31930573;20-31930573-5;11-5047-1233;;true;true;false;false;true;true;true;true;false;true;true;true;false;true;true;;
3610;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Abril;50659345;2009-08-26;Suipacha 2932;27-50659345-5;true;false;Ramírez;Carlos;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;30977435;20-30977435-4;11-5179-1041;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
3611;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Milagros;50836453;2014-08-13;Moreno 3408;27-50836453-4;true;false;Díaz;Facundo;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;29589470;23-29589470-9;11-5545-9306;11-5849-5865;true;true;true;true;true;true;true;true;true;false;true;true;false;true;true;;
3612;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Juan;45224978;2010-04-26;San Martín 4344;20-45224978-3;false;false;López;Florencia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31097514;27-31097514-7;11-4125-6985;11-5965-5722;true;true;false;true;true;true;true;false;true;true;true;true;true;true;true;;
3613;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Florencia;47340083;2013-10-25;Chacabuco 643;27-47340083-4;false;false;Romano;Isabella;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;34135935;27-34135935-5;11-5698-2333;11-5212-5621;true;false;true;true;true;true;true;false;true;true;true;true;true;true;false;;
3614;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Matías;45439105;2013-03-26;Sarmiento 703;20-45439105-6;false;false;Rojas;Sol;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;31384584;27-31384584-8;11-4151-3618;11-4727-4718;true;true;true;true;true;true;false;true;true;true;true;true;false;true;true;;
3615;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Cecilia;51406402;2017-10-23;Lavalle 2625;23-51406402-4;false;false;Romano;Carlos;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23950273;20-23950273-4;11-4981-1537;11-5293-8271;false;true;false;true;true;true;true;true;true;true;true;true;false;true;true;;
3616;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Juan;47245026;2010-02-26;Mitre 999;20-47245026-4;true;false;Ramírez;Pedro;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;22020889;20-22020889-4;11-4082-7798;;true;true;true;true;true;true;false;true;false;false;true;true;true;true;true;;
3617;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Cecilia;49580376;2015-01-12;Av. Cabildo 3405;27-49580376-2;false;false;Gutiérrez;Santiago;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;31656171;20-31656171-4;11-5425-8873;11-4076-8107;false;true;false;true;true;false;true;true;false;true;true;true;false;true;true;;
3618;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Isabella;51881662;2011-05-07;San Martín 4052;23-51881662-4;false;false;Martínez;Gustavo;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;30153240;20-30153240-8;11-4794-2017;;true;true;false;true;true;true;true;true;true;true;true;true;false;true;true;;
3619;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Silva;Fernando;45402297;2016-08-28;Av. de Mayo 3566;20-45402297-2;true;false;Acosta;Facundo;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29355614;20-29355614-9;11-5934-7650;;true;false;true;true;true;false;true;true;true;true;true;true;true;true;false;;
3620;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Torres;Ana;45706731;2013-04-10;Santiago del Estero 2155;27-45706731-9;false;false;Torres;Alejandro;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;27995825;20-27995825-0;11-5104-2595;;true;true;true;true;true;true;true;true;false;true;true;true;true;true;true;;
3621;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Alejandro;45732241;2014-10-13;Av. Cabildo 2229;20-45732241-1;false;false;Silva;Paula;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;28655301;27-28655301-5;11-4219-2176;;true;false;true;true;true;true;true;true;true;true;true;true;true;true;true;;
3622;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Diego;45901858;2017-01-07;Piedras 2994;20-45901858-2;false;false;Domínguez;Fernando;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;26122127;20-26122127-7;11-5353-4893;11-4486-4997;true;true;true;true;false;true;false;true;true;true;true;false;true;true;true;;
3623;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Mariana;45599615;2013-07-22;Salta 737;27-45599615-0;false;false;Romero;Clara;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;34469647;27-34469647-6;11-4218-2222;;true;true;true;true;true;true;false;true;false;true;true;true;false;false;true;;
3624;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Belén;49970399;2014-08-02;Pueyrredón 2198;27-49970399-1;false;false;Vargas;Delfina;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34556150;27-34556150-7;11-5204-6286;;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
3625;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Federico;47457522;2014-08-27;9 de Julio 3548;20-47457522-6;true;false;López;Ezequiel;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;24328811;20-24328811-9;11-4108-9621;11-5038-9268;true;false;true;true;true;true;false;false;true;true;true;true;true;false;true;;
3626;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;López;Pedro;46205051;2010-03-01;Esmeralda 3135;20-46205051-9;false;false;Álvarez;Delfina;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;22942599;23-22942599-4;11-5620-8536;11-5745-9963;true;true;true;true;true;true;true;true;true;true;true;true;false;true;true;;
3627;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Martínez;Juana;51705311;2010-12-16;Belgrano 1465;27-51705311-8;false;true;Herrera;Ramiro;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;32008210;20-32008210-3;11-4493-8942;11-5171-4720;false;true;true;true;true;true;true;true;true;true;true;true;false;true;false;;
3628;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Ana;46510755;2009-02-06;Suipacha 2517;27-46510755-9;false;false;Ramírez;Julieta;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;33162946;23-33162946-4;11-5253-3110;;true;true;true;true;true;true;true;true;true;true;true;true;true;false;true;;
3629;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Martín;49108686;2008-01-09;Chacabuco 239;20-49108686-7;false;false;Ruiz;Julieta;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;28975166;27-28975166-7;11-5453-6966;;true;false;true;true;true;true;true;true;false;true;true;true;true;true;true;;
3630;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Micaela;51028655;2009-01-15;9 de Julio 1373;27-51028655-9;false;false;Pérez;Micaela;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;31327729;27-31327729-7;11-5115-1023;;true;true;true;true;true;true;true;true;true;false;true;true;true;true;true;;
3631;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Jorge;51716603;2014-10-13;Pellegrini 1280;20-51716603-1;true;false;Rodríguez;Martín;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31261747;20-31261747-2;11-5312-4899;11-5852-4679;false;true;true;true;false;true;true;true;true;true;true;true;false;true;true;;
3632;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ortega;Martina;47841198;2012-12-14;Av. Rivadavia 1801;27-47841198-2;false;false;Molina;Gabriela;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;29039136;27-29039136-4;11-4870-7445;;false;false;true;true;true;true;true;true;true;true;true;true;false;true;false;;
3633;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gutiérrez;Gonzalo;49224462;2009-05-20;Av. de Mayo 2174;20-49224462-8;true;false;Benítez;Laura;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;24315486;27-24315486-9;11-5615-5235;;true;false;false;true;true;true;true;true;true;true;false;true;true;true;true;;
3634;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Juan;48559628;2017-07-09;San Martín 930;20-48559628-4;false;false;González;Pedro;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;25259115;20-25259115-0;11-4638-1731;;true;true;true;true;true;false;true;true;true;false;true;false;true;true;true;;
3635;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Diego;47757002;2013-02-07;Sarmiento 1786;20-47757002-0;false;false;López;Diego;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;30926479;20-30926479-8;11-5849-8173;11-4117-4076;true;true;true;true;true;false;true;false;true;true;true;true;true;true;true;;
3636;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Sol;48393657;2015-11-11;Colón 4115;27-48393657-0;false;false;Molina;Matías;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;20253464;20-20253464-4;11-4975-7616;11-5167-3589;true;true;true;true;true;true;true;true;false;true;true;true;true;false;true;;
3637;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rodríguez;Rocío;47040492;2015-11-11;Alberdi 113;27-47040492-8;false;true;Ruiz;Juan;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;23674391;20-23674391-9;11-4362-3608;;true;true;false;true;true;true;true;false;true;false;true;true;true;true;true;;
3638;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Federico;47995813;2015-08-25;Lavalle 2119;20-47995813-1;true;false;Gómez;Cecilia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24731192;27-24731192-6;11-5129-9116;11-4972-8010;true;true;true;true;true;false;true;true;true;true;true;true;false;true;true;;
3639;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Acosta;Fernando;45278904;2015-07-19;Maipú 290;20-45278904-4;false;false;Martínez;Belén;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;31566870;27-31566870-6;11-4897-7832;;true;true;true;true;true;true;true;true;false;true;true;false;true;false;true;;
3640;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Catalina;46072686;2017-05-08;Tucumán 4297;27-46072686-2;false;false;Herrera;Gabriela;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;32721155;27-32721155-8;11-4907-7781;;true;false;false;true;true;false;true;false;true;true;false;true;false;true;false;;
3641;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;María;45007866;2008-12-01;San Martín 3424;27-45007866-8;false;false;González;Patricia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;26874300;27-26874300-1;11-4848-1823;;true;true;true;false;true;true;true;true;true;false;true;true;true;true;true;;
3642;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Molina;Delfina;47452485;2013-05-18;Pellegrini 2609;27-47452485-5;false;false;Martínez;Florencia;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;26431932;27-26431932-9;11-5744-6932;;true;false;true;true;true;true;true;true;true;true;true;true;false;false;true;;
3643;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Ignacio;49003014;2017-06-02;Av. Rivadavia 2431;20-49003014-0;false;false;Flores;María;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;30199938;27-30199938-6;11-4648-3426;;true;true;true;true;true;true;true;true;false;true;false;true;true;true;false;;
3644;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Díaz;Victoria;45328894;2008-12-22;Suipacha 3680;27-45328894-9;false;false;Gutiérrez;Florencia;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;24219611;27-24219611-8;11-4729-3810;11-4890-6904;false;true;true;true;true;true;true;false;true;true;true;true;true;true;true;;
3645;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Isabella;48434889;2010-01-10;Alberdi 2795;27-48434889-3;false;false;Giménez;Santiago;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;23640125;20-23640125-2;11-4202-7787;11-5780-4267;false;true;true;true;true;true;true;true;false;false;true;true;true;true;true;;
3646;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ruiz;Federico;45622052;2013-06-11;Pueyrredón 1304;20-45622052-6;true;false;Medina;Ignacio;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;33312928;20-33312928-1;11-4526-9344;;true;true;true;true;true;false;false;true;true;false;true;true;true;false;true;;
3647;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Álvarez;Julián;48795288;2015-04-09;Suipacha 4187;20-48795288-6;false;false;Pérez;Lucas;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;27746196;20-27746196-0;11-5033-2677;;false;true;true;true;true;false;false;true;true;true;true;false;true;true;true;;
3648;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Rojas;Ramiro;50189111;2018-07-19;Santiago del Estero 1909;20-50189111-9;true;false;Sánchez;Belén;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;30604093;27-30604093-1;11-5910-1015;;true;true;true;true;false;true;true;true;false;true;true;true;true;true;false;;
3649;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;María;49575494;2012-04-01;Av. Rivadavia 1590;23-49575494-4;false;false;Acosta;Florencia;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;21411987;27-21411987-6;11-4995-3280;;true;true;true;true;true;false;false;false;true;true;true;false;true;false;true;;
3650;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Domínguez;Agustín;47692187;2015-04-02;Lavalle 74;20-47692187-3;false;false;Benítez;Miguel;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;28777072;20-28777072-4;11-4470-1083;;true;true;false;true;true;true;true;true;true;true;false;true;false;true;false;;
3651;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Natalia;49329906;2010-05-07;Av. de Mayo 1870;27-49329906-4;true;false;Rodríguez;Abril;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;34553560;27-34553560-3;11-4194-6356;;false;true;true;true;true;false;true;true;false;true;false;true;false;true;true;;
3652;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Ortega;Isabella;51229074;2011-10-24;Av. Corrientes 1866;23-51229074-4;true;false;Castro;Daniela;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;27403139;27-27403139-0;11-4792-3995;11-5936-2256;true;false;true;true;true;true;true;true;true;true;true;true;true;true;true;;
3653;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Romano;Paula;45030845;2018-11-25;Piedras 1227;27-45030845-0;false;false;Romero;Daniela;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;31897052;27-31897052-7;11-4546-9618;11-4477-2038;true;true;true;true;false;true;false;true;true;true;true;true;true;true;true;;
3654;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Flores;Julieta;49698665;2018-09-09;Av. Rivadavia 756;27-49698665-8;false;false;Domínguez;Federico;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;34777216;20-34777216-0;11-4378-7871;11-5492-1513;false;true;true;true;true;true;false;false;true;true;true;true;true;true;true;;
3655;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Herrera;Sol;51138841;2015-01-01;Av. Rivadavia 944;23-51138841-4;true;false;Silva;Milagros;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;28213008;23-28213008-4;11-5442-7691;;true;false;true;true;true;true;true;true;true;false;true;true;false;true;true;;
3656;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Gómez;Jorge;50927200;2010-08-16;Moreno 4016;20-50927200-0;false;false;Flores;Alejandro;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;24222881;20-24222881-3;11-5670-5401;;false;true;true;true;true;true;true;true;true;true;true;true;false;false;true;;
3657;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Giménez;Ana;46343759;2009-09-04;Mitre 1550;27-46343759-4;false;false;Díaz;Diego;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_INCOMPLETO;28500054;20-28500054-9;11-4692-5390;;true;true;true;true;true;true;true;true;false;true;true;false;false;false;false;;
3658;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Benítez;Clara;47756354;2010-11-07;Chacabuco 1496;27-47756354-1;false;false;Romano;Lucas;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;31265681;20-31265681-8;11-5341-3592;;true;true;true;true;true;true;true;false;false;false;true;false;false;true;false;;
3659;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Silva;Gabriela;50316889;2017-03-25;Av. Cabildo 1297;27-50316889-3;false;false;Torres;Ramiro;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;21944600;20-21944600-5;11-5548-8329;11-4133-9350;false;true;true;true;true;true;true;true;true;true;true;true;true;true;true;;
3660;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;López;Laura;46717088;2010-02-21;Mitre 168;27-46717088-6;false;false;Domínguez;Julián;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;23352702;20-23352702-6;11-5262-1700;;true;true;false;true;true;false;true;false;false;true;true;true;true;true;false;;
3661;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Medina;Julieta;47982682;2010-05-20;Moreno 3433;27-47982682-5;false;false;Silva;Ramiro;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25722025;20-25722025-8;11-4839-6067;;true;true;true;true;true;false;true;true;false;true;true;true;false;false;true;;
3662;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;González;Fernando;50082324;2015-09-13;Av. Cabildo 1634;20-50082324-1;true;false;Ramírez;Facundo;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;ESTUDIO_COMPLETO;25900787;23-25900787-9;11-4894-8066;;true;true;true;true;true;true;true;true;false;true;true;true;true;true;true;;
3663;false;2026-05-22 10:00:00;2026-05-22 10:00:00;admin;admin;Vargas;Julián;45932068;2008-09-17;Moreno 1068;20-45932068-8;false;false;Giménez;Florencia;ESTUDIO_COMPLETO;ESTUDIO_INCOMPLETO;ESTUDIO_COMPLETO;20530744;27-20530744-9;11-5026-3337;;true;true;false;true;true;true;true;true;true;true;true;true;true;true;true;;
